id,name
10291,胸闷气短
10292,嗜睡
10293,流产
10294,心慌
10295,腹胀
10296,健忘
10297,手抖
10298,腹痛
10299,肠鸣
10300,肠易激综合征
10301,打嗝
10302,疲劳
10303,眼前发黑
10304,乏力
10305,浅表淋巴结肿大
10306,腹股沟淋巴结肿大
10307,疼痛
10308,低烧
10309,口干
10310,肚子疼
10311,发炎
10312,口腔溃疡
10313,无力
10314,呼吸困难
10315,胸闷
10316,低热
10317,虚汗
10318,怕冷
10319,流泪
10320,胃胀
10321,心悸
10322,气短
10323,头昏
10324,脑血管痉挛
10325,气阴两虚
10326,胸痛
10327,出冷汗
10328,咳嗽
10329,脸红
10330,抽搐
10331,磨牙
10332,心动过速
10333,打喷嚏
10334,眼干
10335,心肌缺血
10336,嗳气
10337,心血管堵塞
10338,病灶
10339,恶心
10340,反胃
10341,大便不成形
10342,脾虚
10343,浮肿
10344,走路不稳
10345,排气多
10346,鼻塞
10347,潮热
10348,四肢麻木
10349,心跳加快
10350,胸闷憋气
10351,肝郁脾虚
10352,头沉
10353,气血不足
10354,反酸
10355,白细胞减少
10356,心慌气短
10357,间歇性头痛
10358,手脚麻痹
10359,不明原因发热
10360,发热
10361,口苦
10362,大便干燥
10363,黑痣
10364,憋气
10365,尿频
10366,血压高
10367,烦热
10368,气虚
10369,小便不利
10370,多疑
10371,身痛
10372,贪食
10373,不孕
10374,手脚冰凉
10375,抽筋
10376,气滞血瘀
10377,发烧
10378,胃痛
10379,手脚发麻
10380,呼吸急促
10381,心动过缓
10382,呕吐
10383,痰中带血
10384,颤证
10385,颤抖
10386,胀痛
10387,心跳过速
10388,虚脱
10389,头胀
10390,颈部疼痛
10391,脉搏弱
10392,口渴
10393,疲乏
10394,口干舌燥
10395,反复感冒
10396,抽动症
10397,痉挛
10398,长期失眠
10399,绝经
10400,烧心
10401,干呕
10402,盗汗
10403,五心烦热
10404,多囊卵巢
10405,崩漏
10406,肌肉跳动
10407,刺痛感
10408,额头出汗
10409,胃疼
10410,慢性盆腔痛
10411,压痛
10412,皮肤油腻
10413,免疫力下降
10414,溃疡
10415,手麻
10416,腰酸
10417,口臭
10418,食欲不振
10419,眼睛干涩
10420,黄褐斑
10421,痔疮
10422,尿少
10423,脸色发黄
10424,头部重压感
10425,心率过缓
10426,心脏增大
10427,浑身发冷
10428,吸气困难
10429,类风湿关节炎
10430,气喘
10431,窒息
10432,缺氧症
10433,头晕目眩
10434,猝死
10435,喉咙痛
10436,呼吸暂停
10437,中暑
10438,幻听
10439,心前区疼痛
10440,遗精
10441,吐酸
10442,肝气犯胃
10443,刺痛
10444,咽痛
10445,腰椎间盘突出
10446,大腿疼痛
10447,软瘫
10448,水肿
10449,视力下降
10450,腰疼
10451,易昏厥
10452,头痛头晕
10453,室性早搏
10454,器质性心脏病
10455,浑身酸痛
10456,晕眩
10457,淋巴结肿大
10458,肠胀气
10459,黄疸
10460,灼痛
10461,水泡
10462,尿急
10463,眼花
10464,干咳
10465,咳痰
10466,臀部疼痛
10467,房颤
10468,气急
10469,关节疼痛
10470,腰膝酸软
10471,梦话
10472,腰酸背痛
10473,惊厥
10474,肝火
10475,腹部不适
10476,结石
10477,背部疼痛
10478,胆结石
10479,隐痛
10480,手凉
10481,充血
10482,畏寒
10483,食欲减退
10484,月经推迟
10485,打哈欠
10486,囊肿
10487,口呼吸
10488,昏睡
10489,反应迟钝
10490,肝肾阴虚
10491,背胀
10492,超高热
10493,手心热
10494,肾阴虚
10495,肾阳虚
10496,湿热
10497,飞蚊症
10498,儿童抽动症
10499,手热
10500,手脚发热
10501,厌食
10502,更年期抑郁症
10503,血尿
10504,下肢无力
10505,湿气重
10506,头胀痛
10507,白发
10508,脑缺血
10509,颈椎增生
10510,白带
10511,尿痛
10512,搏动性耳鸣
10513,窜痛
10514,多汗症
10515,出汗异常
10516,语言发育迟缓
10517,肺心病
10518,容易激动
10519,四肢乏力
10520,肝郁气滞
10521,室间隔缺损
10522,泌尿系感染
10523,耳堵
10524,手抽筋
10525,喉头发紧
10526,肝气郁结
10527,月经量少
10528,血虚
10529,顽固性失眠
10530,胃灼热
10531,脚麻
10532,停经
10533,耸肩
10534,体重减轻
10535,遗尿
10536,舌裂
10537,视物模糊
10538,神经官能症状
10539,胸膜炎
10540,四肢发冷
10541,脐周疼痛
10542,下腹疼痛
10543,气促
10544,脾肾阳虚
10545,眼胀
10546,头晕眼花
10547,直肠疼痛
10548,腹痛腹泻
10549,尿不尽
10550,纳差
10551,容易上火
10552,舌苔薄白
10553,不宁腿综合征
10554,暴瘦
10555,睡眠呼吸暂停
10556,腹疼
10557,息肉
10558,腋窝痛
10559,浅眠
10560,干眼症
10561,嘴唇干裂
10562,持续性头晕
10563,良性前列腺增生症
10564,失眠头痛
10565,头昏脑胀四肢无力
10566,虚火
10567,心率不齐
10568,小三阳
10569,咽喉炎
10570,脾湿
10571,冷汗
10572,白痰
10573,呼吸抑制
10574,药物中毒
10575,痰多
10576,休克
10577,膝内翻
10578,红疹
10579,风团
10580,排便困难
10581,呵欠连连
10582,肝功能异常
10583,瘫痪
10584,听力下降
10585,手酸
10586,蛋白尿
10587,神经痛
10588,重度失眠
10589,血小板减少
10590,头昏眼花
10591,粉碎性骨折
10592,月经停止
10593,剧烈头痛
10594,流鼻涕
10595,夜间盗汗
10596,睡眠过度
10597,头晕耳鸣
10598,成瘾
10599,口齿不清
10600,睡觉流口水
10601,神经性耳鸣
10602,颈椎反弓
10603,过劳
10604,肌肉拉伤
10605,肌肉疼痛
10606,虚胖
10607,胸口痛
10608,颈部僵硬
10609,传导阻滞
10610,创伤
10611,睡觉磨牙
10612,神疲乏力
10613,脸色发黑
10614,流鼻血
10615,流血
10616,眼屎多
10617,手震颤
10618,呆滞
10619,舌头出血
10620,脾胃虚弱
10621,性上瘾
10622,肿胀
10623,面痛
10624,阴道干涩
10625,眼睛浮肿
10626,发黄
10627,衰老
10628,儿童睡眠障碍
10629,夜间磨牙
10630,意识模糊
10631,脸部肌肉酸痛
10632,兔唇
10633,胸口紧绷
10634,后脑勺疼
10635,短暂性失眠
10636,淤青
10637,发育迟缓
10638,大三阳
10639,周身不适
10640,经常流鼻血
10641,肌肉酸痛
10642,左下腹痛
10643,皮肤发红
10644,不射精
10645,胎盘前置
10646,口痛
10647,面色潮红
10648,醉酒状态
10649,表浅
10650,脱髓
10651,利尿
10652,呃逆
10653,苍白
10654,皮肤过敏
10655,卧床不起
10656,白大衣高血压
10657,脖子痛
10658,晕厥
10659,手脚痒
10660,上腹痛
10661,腿痛
10662,晕车
10663,产后身痛
10664,齿痕舌
10665,脚后跟疼
10666,手指关节疼
10667,晨僵
10668,膝关节疼痛
10669,关节肿痛
10670,肩膀酸疼
10671,呛咳
10672,肘痛
10673,驼背
10674,手指僵硬
10675,脚痛
10676,瘙痒
10677,皮疹
10678,背冷
10679,感觉障碍
10680,眼睛胀痛
10681,耳闷
10682,体力不支
10683,频发房性早搏
