id,name
11387,脑神经
11388,神经
11389,脑部
11390,海马
11391,颅
11392,肝
11393,肾
11394,胃肠
11395,肠
11396,胃
11397,手部
11398,四肢
11399,颈部
11400,腋窝
11401,小腿
11402,脚踝
11403,背部
11404,颌下腺
11405,咽喉
11406,腰部
11407,胃部
11408,牙龈
11409,鼻
11410,白细胞
11411,腹
11412,甲状腺
11413,心脏
11414,交感神经
11415,脑
11416,大脑
11417,右侧椎动脉
11418,头部
11419,神经系统
11420,后突
11421,宫颈
11422,面部
11423,咽
11424,迷走神经
11425,左侧
11426,皮下
11427,胸椎
11428,左胸
11429,心肌
11430,肺部
11431,颈椎
11432,左下腹部
11433,血压
11434,小腿肌
11435,左小腿
11436,左手指
11437,左腿
11438,消化系统
11439,手脚
11440,激素
11441,鼻孔
11442,肢体
11443,大便
11444,胸部
11445,后背
11446,下肢
11447,冠状动脉
11448,左肩部
11449,结节
11450,肺
11451,脊髓
11452,大腿
11453,右腹部
11454,喉头
11455,颈动脉
11456,舌
11457,颈
11458,肩背
11459,小便
11460,阴茎
11461,直肠
11462,喉
11463,手臂
11464,手指
11465,产科
11466,盆腔
11467,血管
11468,卵圆孔
11469,细胞
11470,头皮
11471,胃肠道
11472,上臂
11473,内侧
11474,血糖
11475,肌肉
11476,前庭
11477,双手
11478,小结节
11479,血液
11480,椎间盘
11481,左侧胸
11482,左侧胸部
11483,小结
11484,尿
11485,咽部
11486,头发
11487,大腿外侧
11488,乳腺
11489,右肾
11490,双下肢
11491,剑突
11492,腹部
11493,肝胆
11494,后脑
11495,胰腺
11496,表皮
11497,舌头
11498,口腔
11499,腰椎
11500,颈椎腰椎
11501,五官
11502,阴囊
11503,肛门
11504,原发
11505,额叶
11506,胸前区
11507,耳鼻
11508,脑血管
11509,手指关节
11510,面色
11511,上部
11512,拇指
11513,左耳
11514,右耳
11515,大小便
11516,肋骨
11517,二尖瓣
11518,三尖瓣
11519,手掌
11520,脚掌
11521,后背部
11522,胸骨
11523,下部
11524,支气管
11525,颈肩
11526,肩膀
11527,前胸
11528,枕部
11529,局部
11530,心前区
11531,舌尖
11532,山坡
11533,肘关节
11534,上腹部
11535,肾脏
11536,静脉
11537,皮肤
11538,腰背
11539,关节
11540,肋
11541,左手
11542,动脉
11543,肋下
11544,右手
11545,臀部
11546,左脚
11547,体健
11548,胃窦
11549,前列腺
11550,左心室
11551,小梁
11552,右上腹
11553,胆管
11554,咽喉部
11555,食道
11556,左额
11557,间脑
11558,前突
11559,肚脐
11560,指甲
11561,肝区
11562,下腹部
11563,脑干
11564,膀胱
11565,盆底
11566,内面
11567,左眼
11568,右腿
11569,左腹
11570,左侧舌根
11571,左侧甲状腺
11572,后肠
11573,食管
11574,右肩
11575,会阴
11576,头颈部
11577,膝关节
11578,白质
11579,肠道
11580,后部
11581,视网膜
11582,胃底
11583,气管
11584,上肢肌
11585,下肢肌
11586,左上肢
11587,胸背部
11588,肠系膜淋巴结
11589,十二指肠球部
11590,幽门
11591,胆囊
11592,手背
11593,尿管
11594,小肠
11595,上腹
11596,右下腹
11597,肌桥
11598,子宫腺
11599,子宫
11600,肺动脉瓣
11601,手足
11602,喉部
11603,眼眶
11604,子宫内膜
11605,骨质
11606,牙齿
11607,头颅
11608,双乳
11609,肝脏
11610,尿液
11611,双膝
11612,右胸
11613,脐周
11614,结肠
11615,左心房
11616,上颚
11617,卵巢
11618,椎动脉
11619,肛周
11620,肛肠
11621,后腰部
11622,肩颈部
11623,右胸部
11624,颅内
11625,双侧颈动脉
11626,胃食管
11627,心底
11628,眼球
11629,嘴角
11630,鼻骨
11631,中耳
11632,右眼
11633,全身皮肤
11634,尿道
11635,双肾
11636,腰椎间盘
11637,躯干
11638,泪腺
11639,胰岛
11640,乳房
11641,内脏
11642,锁骨
11643,左乳
11644,胸腔
11645,顶叶
11646,扁桃体
11647,下颌
11648,弹性
11649,两膝
11650,全腹部
11651,小舌
11652,阴道
11653,人中
11654,桡侧
11655,环池
11656,周身
11657,后房
11658,贲门
11659,头顶部
11660,肾上腺
11661,垂体
11662,尾骨
11663,骨部
11664,腕关节
11665,鼻毛
11666,胡须
11667,阴毛
11668,眼睑
11669,两眼睑
11670,舌面
11671,舌根
11672,胆囊壁
11673,心房
11674,胫骨
11675,肩关节
11676,左腹部
11677,口角
11678,肘
11679,堆积
11680,界沟
11681,感觉神经
11682,乳房皮肤
11683,脑颅
11684,周围神经
11685,足底
11686,胎盘
11687,颅骨
11688,睫毛
11689,小阴唇
11690,阴道口
11691,处女膜
11692,切迹
11693,基底部
11694,房室
11695,足骨
11696,直回
11697,门牙
11698,下唇
11699,背肌
11700,胰
11701,骨骼
11702,脊柱
11703,右大腿
11704,各关节
11705,左膝
11706,半月板
11707,左肩
11708,左大腿
11709,上肢
11710,右脚
11711,中指
11712,掌指关节
11713,手关节
11714,关节肌
11715,前臂
11716,外侧
11717,左腰
11718,右手中指
11719,肩部
11720,鼻尖
11721,骨关节
11722,右侧肢体
11723,右腰
11724,底部
11725,右膝
11726,趾关节
11727,龟头
11728,踝关节
11729,皮上
11730,肩胛骨
11731,舌下
11732,右后背
11733,右侧臀部
11734,两手
11735,鱼际
11736,感觉器官
11737,大腿肌
11738,后脚
11739,骶髂关节
11740,双膝关节
11741,胸背
11742,肩胛
11743,体被
11744,直肠远端
11745,睾丸
11746,颞叶
11747,斜方肌
11748,肘部
11749,静脉窦
11750,乙状窦
11751,跟骨
11752,四肢关节
11753,全身肌肉关节
11754,腰部以下
11755,神经递质
11756,髋关节
11757,右侧膝盖
11758,小腿外侧
11759,臀
11760,左臀部
11761,肌腱
11762,玻璃体
11763,肛
11764,上肢骨
11765,骨髓
11766,瞳孔
11767,指尖
11768,组织
11769,肋部
11770,鼻中隔
11771,棘上韧带
11772,双眼
11773,回肠末端
11774,双眼皮
11775,十二指肠
11776,上体
11777,鼻咽
11778,肝肺
11779,肺内
11780,外阴
11781,足背
11782,延伸
11783,自主神经
11784,双耳
11785,腰椎骨
11786,神经节
11787,肛门口
11788,眉毛
11789,左肾区
11790,左心
11791,运动神经
11792,脑脊液
11793,尾椎
11794,前额
11795,左室壁
11796,双肺
11797,身体多处
11798,锥体外系
11799,侧脑室
11800,右肺
11801,左肺
11802,顶部
11803,全子宫
11804,呼吸道
11805,蝶鞍
11806,甲状旁腺
11807,受体
11808,淋巴
11809,牙根
11810,咽鼓管
11811,包皮
11812,阴蒂
11813,髌骨
11814,声带
11815,男性生殖器
11816,滑液
11817,视器
11818,两眼
11819,二便
11820,前伸
11821,肩带
11822,胃角
11823,迷路
11824,双足
11825,感觉根
11826,肝胆脾胰
11827,左胸部
11828,乳头
11829,染色体
11830,上根
11831,膈
11832,神经末梢
11833,鼻腔
11834,下腹
11835,面部肌肉
11836,趾甲
11837,下丘脑
11838,两小腿
11839,大脑中动脉
11840,软组织
11841,口舌
11842,胰头
11843,胃黏膜
11844,牙槽
11845,自主神经系统
11846,两侧锁骨
11847,胸腹
11848,心尖
11849,胃区
11850,独立带
11851,阑尾
11852,头面部
11853,淋巴结
11854,右肺下叶
11855,双侧睾丸
11856,右侧附睾头
11857,腹股沟淋巴结
11858,角蛋白
11859,肾小囊
11860,肝S1
11861,肝表面
11862,右下腹部
11863,枕骨
11864,下毛
11865,消化道
11866,起点
11867,胃周
11868,胸肌
11869,左臂
11870,气道
11871,甲状腺左叶
11872,粘膜
11873,硬膜
11874,硬膜外
11875,左侧耳
11876,上呼吸道
11877,瓣膜
11878,硬膜囊
11879,颅脑
11880,边缘系统
11881,呼吸系统
11882,下颌骨
11883,脑动脉
11884,大脑半球
11885,髓质
11886,胸骨角
11887,后极
11888,盂唇
11889,双上肢
11890,胸廓
11891,左侧肢体
11892,阴道壁
11893,椎体
11894,腹股沟
11895,泌尿系统
11896,神经胶质
11897,毛细血管
11898,腹主动脉
11899,口齿
11900,左侧腰部
11901,左腰部
11902,左侧颈部
11903,左侧下腹
11904,韧带
11905,食管裂孔
11906,毛囊
11907,臂肌
11908,马尾
11909,前皮支
11910,腰背部
11911,谷氨酰胺
11912,颞下颌关节
11913,右腰部
11914,宫体
11915,手骨
11916,鼻部
11917,副交感神经
11918,右侧额
11919,腹腔
11920,右上腹部
11921,会阴部
11922,会厌
11923,两脚
11924,前脚
11925,鼻窦
11926,前极
11927,皮质
11928,左上肺
11929,下舌段
11930,右下肺
11931,胸膜
11932,前角
11933,肋软骨
11934,面部皮肤
11935,周身皮肤
11936,肠干
11937,后根
11938,头骨
11939,终结
11940,胃窦部
11941,小脑
11942,卵泡
11943,髓鞘
11944,T2
11945,胆总管
11946,腰腹
11947,腮腺
11948,蝶窦
11949,前部
11950,梨状肌
11951,额神经
11952,肩胛部
11953,子宫宫颈
11954,右侧颈部
11955,面神经
11956,下胸
11957,睑板腺
11958,左下腹
11959,脾脏
11960,切缘
11961,左上腹
11962,骶尾部
11963,双侧基底节区
11964,前额部
11965,神经元
11966,外耳道
11967,右耳廓
11968,前端
11969,趾骨
11970,颈肩部
11971,回旋支
11972,双眼睑
11973,肾小管
11974,小指
11975,胸腹部
11976,主动脉瓣
11977,半卵圆中心
11978,体毛
11979,末梢
11980,胃粘膜
11981,牙尖
11982,咽后壁
11983,免疫球蛋白
11984,压痛点
11985,骨质疏松症
11986,右中腹
11987,右腹
11988,后半规管
11989,松果体
11990,锥体
11991,鼻翼
11992,前庭神经
11993,右小腿
11994,固体
11995,下颌部
11996,鼻根部
11997,椎管
11998,左肾
11999,肾窦
12000,左锁骨
12001,骶
12002,手指骨
12003,左侧锁骨
12004,腰椎管
12005,内踝
12006,橄榄
12007,视神经
12008,球囊
12009,口唇
12010,阴部
12011,眉间
12012,肱骨
12013,膝部
12014,深部
12015,耳蜗
12016,内囊后肢
12017,切牙
12018,耳垂
12019,右侧锁骨
12020,示指
12021,大腿骨
12022,肺动脉
12023,两肺
12024,纵膈
12025,右侧半卵圆中心
12026,顶骨
12027,海马沟
12028,上颌
12029,右手掌
12030,终板
12031,下缘
12032,肠系膜上动脉
12033,泪点
12034,内壁
12035,智牙
