id,name
8910,早泄
8911,疑病症
8912,疲劳综合征
8913,抑郁症
8914,焦虑症
8915,心脏神经症
8916,醉酒
8917,精神分裂症
8918,躯体形式障碍
8919,手淫
8920,焦虑状态
8921,社交恐惧症
8922,强迫性障碍
8923,恐惧症
8924,心脏神经官能症
8925,睡眠障碍
8926,神经官能症
8927,神经衰弱
8928,惊恐障碍
8929,勃起障碍
8930,情感性心境障碍
8931,精神病
8932,童年情绪障碍
8933,躯体化障碍
8934,精神障碍
8935,抑郁状态
8936,进食障碍
8937,梦魇
8938,双相情感障碍
8939,产后抑郁症
8940,多动症
8941,癔症
8942,转换障碍
8943,眨眼症
8944,孤独症
8945,广泛性焦虑障碍
8946,心理障碍
8947,失眠障碍
8948,癔症性精神病
8949,发作性睡病
8950,运动障碍
8951,创伤后应激障碍
8952,痴呆
8953,药物依赖
8954,酒精依赖
8955,反社会人格障碍
8956,阳萎
8957,性精神障碍
8958,偏执性精神障碍
8959,精神错乱
8960,梦游症
8961,梦游
8962,口吃
8963,焦虑性抑郁症
8964,精神衰弱
8965,胃神经官能症
8966,躁狂症
8967,自闭症
8968,智力发育迟缓
8969,复发性抑郁障碍
8970,结巴
8971,吞气症
8972,妄想状态
8973,神经性呕吐
8974,全面发育迟缓
8975,学习障碍
8976,轻躁狂
8977,精神抑郁症
8978,神经性厌食
8979,智力低下
8980,急性应激反应
8981,神经性厌食症
8982,语言发育障碍
8983,适应障碍
8984,神经性贪食
8985,器质性精神障碍
8986,器质性精神病
8987,急性精神分裂症样精神病性障碍
8988,慢性酒精中毒
8989,神经性耳聋
8990,偏执型精神分裂症
8991,人格障碍
8992,强迫性神经症
8993,书写痉挛症
8994,精神发育迟滞
8995,谵妄
8996,智力障碍
8997,癫痫性精神病
8998,躯体症状障碍
8999,未特定的精神障碍
9000,性欲亢进
9001,注意缺陷障碍
9002,性格障碍
9003,语言障碍
9004,抽动障碍
9005,脑器质性精神障碍
9006,偏执性精神病
9007,精神分裂症后抑郁
9008,网瘾
9009,依赖型人格障碍
9010,恐怖症
9011,偏执型人格障碍
9012,社交焦虑障碍
9013,恋物症
9014,品行障碍
9015,易性症
9016,臆想症
9017,分裂情感性障碍
9018,血管性痴呆
9019,早老性痴呆
9020,器质性焦虑障碍
9021,不安腿综合征
9022,偏执性反应
9023,儿童焦虑症
9024,轻度精神发育迟滞
9025,恋物癖
9026,拔毛癖
9027,面肌痉挛
9028,边缘型人格障碍
9029,交流障碍
9030,环性心境障碍
9031,社交恐怖症
9032,躁狂抑郁症
9033,老年性精神病
9034,夜惊症
9035,性心理障碍
9036,物质依赖
