id,name
9758,性病
9759,便秘
9760,腹泻
9761,痛经
9762,肌痛
9763,痤疮
9764,失眠
9765,支气管哮喘
9766,高脂血症
9767,糖尿病
9768,冠状动脉狭窄
9769,心脏病
9770,冠心病
9771,早搏
9772,房室传导阻滞
9773,植物神经功能紊乱
9774,耳鸣
9775,癫痫
9776,舌苔
9777,慢性鼻炎
9778,脑梗
9779,关节紊乱
9780,强直性脊柱炎
9781,胃炎
9782,心梗
9783,海绵状血管瘤
9784,甲状腺机能亢进
9785,高血压
9786,乳腺炎
9787,糜烂性胃炎
9788,反流性食管炎
9789,颈椎病
9790,心肌炎
9791,黑色素瘤
9792,贫血
9793,胃下垂
9794,感冒
9795,缺铁性贫血
9796,月经失调
9797,内分泌失调
9798,慢性浅表性胃炎
9799,慢性前列腺炎
9800,偏头痛
9801,畏光
9802,原发性高血压
9803,单肾
9804,双子宫
9805,慢性甲状腺炎
9806,肥胖
9807,韧带钙化
9808,钙化
9809,狂犬病
9810,视力模糊
9811,胃肠功能紊乱
9812,静脉曲张
9813,慢性胃炎
9814,消化不良
9815,胃病
9816,肺部感染
9817,慢性萎缩性胃炎
9818,胰腺炎
9819,血管痉挛
9820,胰管狭窄
9821,窦性心动过速
9822,湿疹
9823,急性盆腔炎
9824,心律失常
9825,关节痛
9826,牙痛
9827,围绝经期综合征
9828,乙肝
9829,尖锐湿疣
9830,低血压
9831,脑萎缩
9832,肺炎
9833,过敏性哮喘
9834,骨炎
9835,神经性皮炎
9836,鸡眼
9837,化脓性脑膜炎
9838,感染
9839,支原体感染
9840,肝炎
9841,食管炎
9842,麻痹
9843,风湿病
9844,消瘦
9845,喉炎
9846,破伤风
9847,紧张性头痛
9848,干燥综合征
9849,腰痛
9850,腰椎间盘脱出
9851,肾炎
9852,胃息肉
9853,脱发
9854,交感神经型颈椎病
9855,预激综合征
9856,艾滋病
9857,阑尾炎
9858,肺结核
9859,阵发性心房扑动
9860,腰腿痛
9861,妊娠合并子宫肌瘤
9862,萎缩性胃炎
9863,四肢瘫
9864,背痛
9865,前列腺炎
9866,气胸
9867,风湿性心脏病
9868,胃窦炎
9869,咽炎
9870,动脉硬化
9871,直肠炎
9872,甲状腺结节
9873,肝血管瘤
9874,肝囊肿
9875,胆囊炎
9876,血管瘤
9877,自然流产
9878,着凉
9879,过敏性紫癜
9880,膀胱炎
9881,鼻炎
9882,肺风粉刺
9883,高度近视
9884,气管炎
9885,脑血管病
9886,脑梗死
9887,脑出血
9888,神经系统病变
9889,小肠腺瘤
9890,房性心动过速
9891,夜盲
9892,出血
9893,炎症
9894,青光眼
9895,浅表性胃炎
9896,排卵期出血
9897,乳头状癌
9898,肺病
9899,脂肪肝
9900,肾错构瘤
9901,嗜铬细胞瘤
9902,多囊卵巢综合征
9903,完全性右束支传导阻滞
9904,过敏性鼻炎
9905,营养不良
9906,心绞痛
9907,恶露
9908,反流性胃炎
9909,闭经
9910,骨质增生
9911,乳房痛
9912,颈痛
9913,纤维瘤
9914,慢性咽炎
9915,玻璃体混浊
9916,胆汁反流性胃炎
9917,心肌炎后遗症
9918,室壁瘤
9919,慢性腹泻
9920,雄激素性脱发
9921,神经炎
9922,慢性盆腔炎
9923,腺癌
9924,腰椎病
9925,肠功能紊乱
9926,血压下降
9927,卵巢囊肿
9928,附件囊肿
9929,甲状腺炎
9930,鼻窦炎
9931,肝硬化
9932,低血糖症
9933,青春期疾患
9934,心包积液
9935,输尿管阴道瘘
9936,阴道炎
9937,高尿酸血症
9938,疱疹
9939,髓样
9940,中耳炎
9941,乳腺增生
9942,肌瘤
9943,肾病
9944,肠炎
9945,牙龈出血
9946,主动脉硬化
9947,骨髓抑制
9948,呕血
9949,强直
9950,脂溢性脱发
9951,脉管炎
9952,红斑狼疮
9953,肝病
9954,尿道感染
9955,支气管炎
9956,天花
9957,特发性震颤
9958,肌无力
9959,神经病
9960,荨麻疹
9961,腺纤维瘤
9962,重症肌无力
9963,成神经
9964,毛囊炎
9965,猝倒
9966,肾上腺皮质
9967,瘤
9968,碱中毒
9969,脂肪瘤
9970,肢体疼痛
9971,红斑
9972,阴道痉挛
9973,腰肌劳损
9974,胎膜早破
9975,肌阵挛
9976,突发性耳聋
9977,体位性低血压
9978,急性喉炎
9979,性早熟
9980,斜视
9981,脱肛
9982,关节病
9983,病毒性肝炎
9984,关节炎
9985,皮炎
9986,关节僵硬
9987,阴道出血
9988,桥本氏甲状腺炎
9989,急性肾小球肾炎
9990,色素痣
9991,上呼吸道感染
9992,眼睑痉挛
9993,滑膜炎
9994,骶髂关节炎
9995,关节肿胀
9996,子宫内膜息肉
9997,腰背痛
9998,胃溃疡
9999,左前分支传导阻滞
10000,脑性瘫痪
10001,舞蹈病
10002,动脉粥样硬化
10003,麻疹
10004,阵发性心动过速
10005,肌炎
10006,果糖
10007,癌病
10008,垂体微腺瘤
10009,急性心肌炎
10010,包皮过长
10011,先天性聋
10012,急性阑尾炎
10013,肾囊肿
10014,肌肉萎缩
10015,尿毒症
10016,小脑萎缩
10017,唇炎
10018,多发性硬化
10019,结肠炎
10020,子宫内膜异位
10021,脑炎后遗症
10022,脑炎
10023,流行性感冒
10024,肾出血
10025,动脉瘤
10026,肺大泡
10027,神经鞘瘤
10028,白内障
10029,复视
10030,妊娠高血压
10031,呼吸衰竭
10032,全血细胞减少
10033,肺纤维化
10034,倒经
10035,脑膜瘤
10036,视觉障碍
10037,慢性胃窦炎
10038,便血
10039,帕金森叠加综合征
10040,残胃溃疡
10041,肛裂
10042,结膜炎
10043,银屑病
10044,胆囊结石
10045,斜颈
10046,骨痛
10047,胆囊息肉
10048,先天性心脏病
10049,蛛网膜下腔出血
10050,呼吸性碱中毒
10051,鼻中隔偏曲
10052,脑积水
10053,大动脉炎
10054,耳痛
10055,近视
10056,血小板减少性紫癜
10057,发作性睡眠
10058,偏瘫
10059,地中海贫血
10060,系统性红斑狼疮
10061,脂肪肉瘤
10062,人工流产
10063,水痘
10064,肝损害
10065,鼓膜穿孔
10066,慢性中耳炎
10067,混合性聋
10068,筋膜炎
10069,小脑炎
10070,血友病
10071,鼻咽癌
10072,胃出血
10073,管状腺瘤
10074,体癣
10075,结节性红斑
10076,皮肤黏膜淋巴结综合征
10077,紫癜
10078,胸腔积液
10079,感染性心内膜炎
10080,慢性肾病
10081,急性胃炎
10082,慢性浅表性胃窦炎
10083,膝关节病
10084,内痔
10085,混合型颈椎病
10086,脑血栓后遗症
10087,肺栓塞
10088,原发性闭经
10089,瘢痕
10090,视野缺损
10091,过敏性皮炎
10092,白斑
10093,慢性胃肠炎
10094,恶性肿瘤
10095,急性荨麻疹
10096,肛周脓肿
10097,甲状腺肿
10098,陈旧性肺结核
10099,继发性高血压
10100,脑血管瘤
10101,血小板增多
10102,股骨头缺血性坏死
10103,脑出血后遗症
10104,残疾
10105,耳聋
10106,耳流脓
10107,精索静脉曲张
10108,睾丸囊肿
10109,白带异常
10110,筛窦炎
10111,慢性阑尾炎
10112,低钾血症
10113,慢性胰腺炎
10114,病毒感染
10115,脊髓炎
10116,颅内积气
10117,会厌囊肿
10118,急性咽炎
10119,癫痫大发作
10120,男性更年期综合征
10121,恶性淋巴瘤
10122,复合性溃疡
10123,梅毒
10124,脑膜炎
10125,慢性结肠炎
10126,慢性胆囊炎
10127,脊椎病
10128,带状疱疹
10129,急性支气管炎
10130,口腔疱疹
10131,肝痛
10132,十二指肠炎
10133,结核病
10134,外耳道炎
10135,神经梅毒
10136,慢性肾小球肾炎
10137,血管性头痛
10138,类风湿性关节炎
10139,乙状结肠炎
10140,缺氧性脑病
10141,肾结石
10142,尿道结石
10143,呼吸道感染
10144,腺瘤
10145,散光
10146,肝功能不全
10147,斑秃
10148,肾功能不全
10149,扁平疣
10150,蛛网膜囊肿
10151,病毒性感冒
10152,膝关节痛
10153,乳房结节
10154,椎管狭窄
10155,胎儿缺氧
10156,慢性肾功能不全
10157,肉芽肿
10158,慢性肠炎
10159,症状性癫痫
10160,甲状腺机能减退
10161,心肌梗塞
10162,视网膜色素变性
10163,失明
10164,过敏性紫癜性肾炎
10165,二尖瓣脱垂
10166,败血症
10167,细胞瘤
10168,肠道菌群失调
10169,静脉炎
10170,多指
10171,扁平苔癣
10172,室管膜瘤
10173,急性胰腺炎
10174,新生儿
10175,鞘膜积液
10176,卵巢恶性肿瘤
10177,卵巢颗粒细胞瘤
10178,运动神经元病
10179,长头
10180,肛瘘
10181,蛋白质
10182,慢性荨麻疹
10183,结核性胸膜炎
10184,胸膜粘连
10185,急性鼻窦炎
10186,社区获得性肺炎
10187,高氯血症
10188,咽喉痛
10189,肝脓肿
10190,脑损害
10191,肾小球肾炎
10192,小口
10193,淋巴结核
10194,坐骨神经痛
10195,肢体僵硬
10196,淋巴瘤
10197,甲状腺良性肿瘤
10198,溶血性黄疸
10199,肺气肿
10200,佝偻病
10201,肠粘连
10202,脱水
10203,轻型
10204,原发性开角型青光眼
10205,腔隙性脑梗死
10206,海绵肾
10207,雀斑
10208,包茎
10209,产后甲状腺炎
10210,肠子宫内膜异位
10211,舌咽神经痛
10212,茎突过长
10213,结缔组织病
10214,面神经炎
10215,叶酸
10216,无肢
10217,咽扁桃体肥大
10218,十二指肠溃疡
10219,肝性脑病
10220,脊柱炎
10221,胃肠炎
10222,皮肌炎
10223,病毒性脑膜炎
10224,骨质疏松
10225,皮肤感染
10226,颈椎管狭窄
10227,妊娠剧吐
10228,高泌乳素血症
10229,肾病综合征
10230,耵聍栓塞
10231,高胰岛素血症
10232,纤维腺瘤
10233,月经不规则
10234,输尿管结石
10235,胆囊萎缩
10236,原位癌
10237,支气管扩张
10238,上颌窦炎
10239,脂溢性皮炎
10240,嫌色细胞癌
10241,皮样囊肿
10242,疥疮
10243,腹型过敏性紫癜
10244,吸入性肺炎
10245,前列腺肥大
10246,阴茎异常勃起
10247,开角型青光眼
10248,眼失明
10249,截瘫
10250,贲门炎
10251,菌血症
10252,脑白质病
10253,半身不遂
10254,坠积性肺炎
10255,软骨肉瘤
10256,癫痫小发作
10257,复听
10258,室上性心动过速
10259,阵发性室上性心动过速
10260,阿尔茨海默病
10261,精囊炎
10262,混合型癫痫
10263,软骨瘤
10264,痉挛性斜颈
10265,早产儿
10266,小脑出血
10267,食管返流
10268,心脏扩大
10269,膜性肾病
10270,肠消化不良
10271,肠痉挛
10272,局限性神经性皮炎
10273,葡萄糖
10274,骨软骨炎
10275,视神经脊髓炎
10276,慢性鼻窦炎
10277,药物性鼻炎
10278,特应性皮炎
10279,病毒性脑炎后遗症
10280,鼻咽炎
10281,血管外
10282,肌病
10283,尿道炎
10284,接触性皮炎
10285,眼眶痛
10286,间质性肺炎
10287,脑梗死后遗症
10288,子宫内膜样腺癌
10289,湿疣
10290,肥厚性心肌病
